id,photos
27,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419784/alfa-motors/cars/iyiusu6lwdoabkxecx57.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419785/alfa-motors/cars/pbgquhbzh8wgnggovmux.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419787/alfa-motors/cars/cwz8ko01trqz2kq7exeg.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419790/alfa-motors/cars/ab9taedohaizuxuwljgk.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419791/alfa-motors/cars/k4dfn2fdcvnpwruknmxx.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419792/alfa-motors/cars/exd8tmtbmuywkpxj8idv.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419794/alfa-motors/cars/parbl6srcakcizlenccb.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419795/alfa-motors/cars/hs77nthh0rc3f9ss953o.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419797/alfa-motors/cars/qan57bzvy5un80pq7uvl.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419798/alfa-motors/cars/sxh7zrlplg6whtvsxywz.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419799/alfa-motors/cars/ohzyi5gsqedgfpy157rh.jpg""]"
28,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419801/alfa-motors/cars/fkuhlczevb73xcmkl0yj.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419802/alfa-motors/cars/ytpaatpgxfsy716ei3np.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419804/alfa-motors/cars/bjwgqkmzwpwt0plidf0b.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419805/alfa-motors/cars/ez1ax8fpnpjshtuusifk.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419808/alfa-motors/cars/t2c4vwh5tjjxej0rtqxk.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419809/alfa-motors/cars/uagbl1y2udkkyyho0yse.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419810/alfa-motors/cars/bcuwczw2mtbrn2swc1xg.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419812/alfa-motors/cars/tdpv2m2haixbsiiiiikc.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419813/alfa-motors/cars/kxfxdmyywd0vlpg3zpet.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419814/alfa-motors/cars/ean3n4o1v06ggypcsepc.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419815/alfa-motors/cars/ilwska3e39jdrofxmfie.jpg""]"
29,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419817/alfa-motors/cars/jcb2jf93wxpd15topbux.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419820/alfa-motors/cars/rax4djzxuhywbmk45vx0.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419821/alfa-motors/cars/jhd3f7whm9ijwuumgcai.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419822/alfa-motors/cars/axkl6bhvol0csw3u2ofr.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419824/alfa-motors/cars/fqfky6smaekgzeyrl9jn.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419825/alfa-motors/cars/jybmw4wejvdox4ieernv.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419826/alfa-motors/cars/bbwiqu1nk2msxskptfdu.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419829/alfa-motors/cars/ruy2lsc2exexajaxb0bg.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419830/alfa-motors/cars/kardq1cd5jikfjbfhfuw.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419832/alfa-motors/cars/bltcxqtpvzzgkdpnacxu.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419833/alfa-motors/cars/zkhziw2dnnvm3txyu6cm.jpg""]"
30,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419834/alfa-motors/cars/hkgilwjeuqwd2r6iozyd.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419836/alfa-motors/cars/npquhqsp7kwoc8fkfm39.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419837/alfa-motors/cars/fmojavyfelcdajnwpra1.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419838/alfa-motors/cars/bzvcjdzmxkushoya5q0j.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419839/alfa-motors/cars/xva3elaxaxlcnhxfvpmz.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419840/alfa-motors/cars/vsrbuk50agbeaelp5men.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419841/alfa-motors/cars/rkuasbj07h94nfempcos.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419843/alfa-motors/cars/jpofbkcs8rcfyhkctmd4.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419844/alfa-motors/cars/gqmuneytlzsr6yn9awrj.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419846/alfa-motors/cars/rszbz02jlxk5u64p8hjp.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419847/alfa-motors/cars/uvxxvfradeot8rnyhtwy.jpg""]"
31,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419850/alfa-motors/cars/vl50aljpypraoe6l1z8e.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419851/alfa-motors/cars/wxsxybfpj7sdgnwo4ymt.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419853/alfa-motors/cars/ee4plvamfzauhh44bob3.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419854/alfa-motors/cars/tqdb4dj7eyfxubknvviv.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419856/alfa-motors/cars/g10nzsojuvnitawetrnz.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419857/alfa-motors/cars/srugbvmg14pgq0vuynaz.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419858/alfa-motors/cars/nuw01jypaconiavmzzju.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419859/alfa-motors/cars/ncryfrnxhdkwoks5fobl.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419861/alfa-motors/cars/eewjkllwx0xmvh4oynjw.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419863/alfa-motors/cars/yo1foo3ruui3f4bzbcth.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419864/alfa-motors/cars/qlhti9h1kunphghzwx4a.jpg""]"
32,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419867/alfa-motors/cars/qrbbfxhbx6mqxoidsrnk.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419870/alfa-motors/cars/ird7xido6mj1ehs4djud.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419871/alfa-motors/cars/rj6joxf16yrd8brvnxvs.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419872/alfa-motors/cars/scdezzvgsqqjwuthq7qq.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419874/alfa-motors/cars/adp01rw8uvzfez8c7nni.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419875/alfa-motors/cars/naf4lbvsbgvtuskytn2q.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419876/alfa-motors/cars/beribyqxsaojgspaoy7d.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419878/alfa-motors/cars/zcthlcqw46c4iufngydy.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419879/alfa-motors/cars/ejhbwskw9zazqaqf7gg1.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419880/alfa-motors/cars/angtohbx0q3qtlkq4whz.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419882/alfa-motors/cars/irdw3mzwvbux3jryd0ee.jpg""]"
33,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419883/alfa-motors/cars/h0f59i4g94ape9uglym6.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419884/alfa-motors/cars/yaqylyfs55bebkwu0pzh.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419887/alfa-motors/cars/wrjoygfqljomkoyla1u2.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419889/alfa-motors/cars/jtom5hwnlk9aavdy4zwp.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419890/alfa-motors/cars/iy3b1omhfdkhugdjswvt.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419892/alfa-motors/cars/ztcjdo5c0golzgojimfs.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419893/alfa-motors/cars/lx050buxrxelevl0c7mn.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419894/alfa-motors/cars/ddrbe56uyy2k47euaddp.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419896/alfa-motors/cars/g9op70xqagm3eixt56ak.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419897/alfa-motors/cars/fmtpftm0m5vaejkrjiud.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419898/alfa-motors/cars/qpjwokv3rqkovve08mzz.jpg""]"
34,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419900/alfa-motors/cars/queikmcxm1suu4bhxhpq.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419901/alfa-motors/cars/sfu0jin7icrwdmocmfvb.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419902/alfa-motors/cars/wiwgigxvpx14dw5zlhup.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419903/alfa-motors/cars/ficw0gplb0itusekf2l3.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419905/alfa-motors/cars/czzlystw5jjzofzhasfu.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419907/alfa-motors/cars/wyqw7k6vmwhnbkqktcst.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419908/alfa-motors/cars/ps3veubufru7z3wrlybq.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419909/alfa-motors/cars/u7hbrnbuqezhfykad2wb.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419911/alfa-motors/cars/qtpil9gnuulhimeyymfe.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419912/alfa-motors/cars/btgggxqh4vhxyacwbzcj.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419913/alfa-motors/cars/y4sni33hjuge6wmtbx0s.jpg""]"
35,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419915/alfa-motors/cars/f9ux4emelgh4cgprqa9w.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419917/alfa-motors/cars/j1jk17objwtul1gvmgwl.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419919/alfa-motors/cars/fmawkdjunwdocabu2cj8.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419920/alfa-motors/cars/iq1oswl3zlauba8dvjdm.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419921/alfa-motors/cars/figdxeh1wjfl5ixsi0nm.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419923/alfa-motors/cars/i9mpmac9lwog90ngqpim.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419925/alfa-motors/cars/xzoryfxopnomgagpukgn.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419927/alfa-motors/cars/gy5s44zmio83cmlavxfg.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419928/alfa-motors/cars/eezm69f3kyzlzxvqfkzp.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419930/alfa-motors/cars/mbw3gnti5ybtpgahhpfu.jpg""]"
36,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419931/alfa-motors/cars/yzqeb2gajhc0sq8xyap4.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419932/alfa-motors/cars/s9wanofehbqmnsh5a9cf.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419933/alfa-motors/cars/kmroaxu2skjaicirgmaw.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419934/alfa-motors/cars/dzkhkvnkz4p9tsns0h4d.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419936/alfa-motors/cars/algkrdl8y54nftnau0ib.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419937/alfa-motors/cars/kgqqvbvcecstke87bphx.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419938/alfa-motors/cars/rcutkuyiinqsywpv2gch.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419940/alfa-motors/cars/pm1dj1m6ey5oybu9tar3.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419941/alfa-motors/cars/n73baxt2umiu1qbge44g.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419942/alfa-motors/cars/ykwrkb7ijh4kohyruv7b.jpg""]"
37,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419946/alfa-motors/cars/p2z2mflggjuv6ijdo6xo.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419947/alfa-motors/cars/bfalvzevz5eyrusdvxdy.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419950/alfa-motors/cars/sfflwfyyw0qognw0t02u.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419951/alfa-motors/cars/lhyz3atuvroygdstsomh.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419953/alfa-motors/cars/zoxovyexiv4mcxdcgsez.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419954/alfa-motors/cars/np02yxt0yxqwu8n1l22n.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419956/alfa-motors/cars/yqwe1ec70hm89gbxxp6f.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419957/alfa-motors/cars/xroknn3woxflvqiy8et0.jpg""]"
38,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419959/alfa-motors/cars/s7kysahie1nxchquqnev.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419960/alfa-motors/cars/sj6rbbqbdejkt6cjzdmk.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419961/alfa-motors/cars/ljong1hmtjcvwreitzby.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419963/alfa-motors/cars/yfarnisfoglgjm5lp9cw.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419964/alfa-motors/cars/svizt2hcsz6fe8wx6mbr.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419965/alfa-motors/cars/jbz9mdntcumqpuyt6ts9.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419966/alfa-motors/cars/zctzxtkqqkmafivb1rec.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419968/alfa-motors/cars/e0pqmumugg4bdcgycmt8.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419969/alfa-motors/cars/ee2yk2xer81rcxdjshne.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419970/alfa-motors/cars/dqjhzrihjc5mwiiiu2pg.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1761419972/alfa-motors/cars/a2h8u14gpfkqdyxapaan.jpg""]"
39,"[""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394297/alfa-motors/cars/rc-1762394297773-469224584.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394297/alfa-motors/cars/rc-1762394297793-380444168.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394297/alfa-motors/cars/rc-1762394297804-750538093.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394297/alfa-motors/cars/rc-1762394297814-856568393.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394297/alfa-motors/cars/rc-1762394297817-710689268.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394297/alfa-motors/cars/rc-1762394297832-611903303.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394297/alfa-motors/cars/rc-1762394297842-102988148.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394297/alfa-motors/cars/rc-1762394297852-709981108.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394298/alfa-motors/cars/rc-1762394297855-479225616.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394298/alfa-motors/cars/rc-1762394297868-250485964.jpg"",""https://res.cloudinary.com/djfqzcbib/image/upload/v1762394297/alfa-motors/cars/rc-1762394297877-282508904.jpg""]"
